uses_tx_origin,has_fallback,fallback_reverts_non_owner,require_count,has_selfdestruct,has_withdrawal_function,withdrawal_owner_only,uses_inline_assembly,state_changes_before_external_calls,payable_to_withdraw_ratio,contract_id,filename,label
False,True,False,0,True,False,False,False,0,3.0,0xe63760e74ffd44ce7abdb7ca2e7fa01b357df460,hp_215.sol,honeypot
True,True,False,0,False,True,True,False,1,6.0,0xf4ac238121585456dee1096fed287f4d8906d519,hp_216.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0x01f8c4e3fa3edeb29e514cba738d87ce8c091d3f,hp_217.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4,hp_218.sol,honeypot
False,True,False,1,True,False,False,False,0,3.0,0x23f890c412f3f06784a30ba40ed4832a0fca55f0,hp_219.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0x4320e6f8c05b27ab4707cd1f6d5ce6f3e4b3a5a1,hp_220.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0x463f235748bc7862deaa04d85b4b16ac8fafef39,hp_221.sol,honeypot
False,True,False,2,True,False,False,False,1,2.0,0x477d1ee2f953a2f85dbecbcb371c2613809ea452,hp_222.sol,honeypot
False,True,False,2,False,False,False,False,0,3.0,0x4e73b32ed6c35f570686b89848e5f39f20ecc106,hp_223.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0x561eac93c92360949ab1f1403323e6db345cbf31,hp_224.sol,honeypot
False,True,False,3,False,False,False,False,0,4.0,0x62d5c4a317b93085697cfb1c775be4398df0678c,hp_225.sol,honeypot
False,True,False,1,False,False,False,False,0,2.0,0x7a7d08bcb2faf27414e86ecf9a0351d928054b6b,hp_226.sol,honeypot
True,True,False,1,False,True,False,False,0,2.0,0x7a8721a9d64c74da899424c1b52acbf58ddc9782,hp_227.sol,honeypot
False,True,False,0,False,True,False,False,0,3.0,0x8c7777c45481dba411450c228cb692ac3d550344,hp_228.sol,honeypot
False,True,False,0,False,True,False,False,0,3.0,0x941d225236464a25eb18076df7da6a91d0f95e9e,hp_229.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0x95d34980095380851902ccd9a1fb4c813c2cb639,hp_230.sol,honeypot
False,True,False,0,False,True,False,False,0,3.0,0xa5d6accc5695327f65cbf38da29198df53efdcf0,hp_231.sol,honeypot
False,True,False,1,False,False,False,False,0,4.0,0xa91a453abde404a303fb118c46e00c8f630216a9,hp_232.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xaae1f51cf3339f18b6d3f3bdc75a5facd744b0b8,hp_233.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0xb4c05e6e4cdb07c15095300d96a5735046eef999,hp_234.sol,honeypot
False,True,False,0,False,True,False,False,0,3.0,0xb5e1b1ee15c6fa0e48fce100125569d430f1bd12,hp_235.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0xb93430ce38ac4a6bb47fb1fc085ea669353fd89e,hp_236.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0xbabfe0ae175b847543724c386700065137d30e3b,hp_237.sol,honeypot
False,True,False,0,False,True,False,False,0,3.0,0xbaf51e761510c1a11bf48dd87c0307ac8a8c8a4f,hp_238.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xbe4041d55db380c5ae9d4a9b9703f1ed4e7e3888,hp_239.sol,honeypot
False,True,False,0,False,True,False,False,0,2.0,0xd116d1349c1382b0b302086a4e4219ae4f8634ff,hp_240.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xd518db222f37f9109db8e86e2789186c7e340f12,hp_241.sol,honeypot
False,True,False,1,False,False,False,False,0,2.0,0xdad02644b70cbb20dec56d25282ddc65bb7805a1,hp_242.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xdd17afae8a3dd1936d1113998900447ab9aa9bc0,hp_243.sol,honeypot
False,True,False,0,False,False,False,False,0,3.0,0xe610af01f92f19679327715b426c35849c47c657,hp_244.sol,honeypot
False,True,False,1,True,False,False,False,0,3.0,0xfa8bb2a68c67e39409cd336d1a8024a2ad9a62ff,hp_245.sol,honeypot
False,True,False,1,False,False,False,False,0,2.0,0xff5a11c0442028ee2a60d31e6ebb3cbac121ffe5,hp_246.sol,honeypot
False,True,False,1,False,True,True,False,5,3.0,0x2ecf8d1f46dd3c2098de9352683444a0b69eb229,hp_247.sol,honeypot
False,True,False,1,False,True,True,False,5,3.0,0x752406cbfd32593fc422da69cdd702d1eaadc121,hp_248.sol,honeypot
False,True,False,1,False,True,True,False,4,3.0,0x791d0463b8813b827807a36852e4778be01b704e,hp_249.sol,honeypot
False,True,False,1,False,True,True,False,4,3.0,0xf5b1d75f4415f853fef2466a5ab8e412d593dd44,hp_250.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x01b21934ba28dfd8a22c4d21c710290500a5081f,hp_251.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x04baddfb21723ec467e9993b715c5e0d673bac96,hp_252.sol,honeypot
False,True,False,3,True,False,False,False,3,2.0,0x0d83102ec81853f3334bd2b9e9fcce7adf96ccc7,hp_253.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x13b87fb8e6152032fd525f64f158c129a230b6ee,hp_254.sol,honeypot
True,True,False,5,True,False,False,False,0,2.0,0x2075d158924f5030aece55179848c2bd7ec5833f,hp_255.sol,honeypot
False,True,False,1,True,True,True,False,0,2.0,0x29d6cf436c893c7e44ea926411d5fd4dd763d9b3,hp_256.sol,honeypot
False,True,False,1,False,False,False,False,2,2.0,0x2f069a1d7a052052458e8b5511e91221eb337c52,hp_257.sol,honeypot
False,True,False,4,True,False,False,False,0,3.0,0x3268ecb4fcba1ca9f43da8ed05ffc80382cef1da,hp_258.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x36f726e01cc85fdb0d998dfc442856379c569274,hp_259.sol,honeypot
False,True,False,1,False,False,False,False,2,2.0,0x37541ebf8b4e25d36fbaa9b4c4eaad8c06314d6f,hp_260.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x413c8657b6e6fa2b433db62271e662a470de4ba0,hp_261.sol,honeypot
False,True,False,3,True,False,False,False,3,2.0,0x4fdc2078d8bc92e1ee594759d7362f94b60b1a3d,hp_262.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x559be9a89db88794645abb93e3bfc1af2ee0be40,hp_263.sol,honeypot
False,True,False,2,True,False,False,False,2,2.0,0x559cc6564ef51bd1ad9fbe752c9455cb6fb7feb1,hp_264.sol,honeypot
False,True,False,4,True,False,False,False,0,2.0,0x6324d9d0a23f5ddba165bf8cc61da455350895f2,hp_265.sol,honeypot
True,True,False,5,True,False,False,False,0,2.0,0x650734bfd0465b7c6cd2932ea555e721308fd0b3,hp_266.sol,honeypot
True,True,False,5,True,False,False,False,0,2.0,0x6a2e025f43ca4d0d3c61bdee85a8e37e81880528,hp_267.sol,honeypot
False,True,False,3,True,False,False,False,3,2.0,0x741f1923974464efd0aa70e77800ba5d9ed18902,hp_268.sol,honeypot
False,True,False,2,True,False,False,False,2,2.0,0x74808c86c6f0bc6f59a3a1430ddfcd2e29952eac,hp_269.sol,honeypot
True,True,False,1,False,False,False,False,3,2.0,0x783cf9c6754bf826f1727620b4baa19714fedf8d,hp_270.sol,honeypot
True,True,False,5,True,False,False,False,0,2.0,0x787b9a8978b21476abb78876f24c49c0e513065e,hp_271.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x8685631276cfcf17a973d92f6dc11645e5158c0c,hp_272.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0x96830139e44251ddbe3d1c4c4110262b47cf6d34,hp_273.sol,honeypot
True,True,False,1,False,False,False,False,0,2.0,0xad1aa68300588aa5842751ddcab2afd4a69e9016,hp_274.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0xadccea0b14d26d786b99cf3ba3e9812cd4d23a81,hp_275.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0xb1f4ca3c6256f415e420de511504af8ea8a9c8e0,hp_276.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0xc57fc2c9fd3130933bd29f01ff940dc52bc4115b,hp_277.sol,honeypot
True,True,False,5,True,False,False,False,0,2.0,0xe19ca313512e0231340e778abe7110401c737c23,hp_278.sol,honeypot
True,True,False,4,True,False,False,False,0,2.0,0xe6f245bb5268b16c5d79a349ec57673e477bd015,hp_279.sol,honeypot
False,True,False,3,True,False,False,False,3,2.0,0xefba96262f277cc8073da87e564955666d30a03b,hp_280.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0xf6c61cb3b0add944ac53c9c2decaf2954f0515cb,hp_281.sol,honeypot
False,True,False,1,True,False,False,False,2,2.0,0xfb6e71e0800bccc0db8a9cf326fe3213ca1a0ea0,hp_282.sol,honeypot
False,False,False,0,True,False,False,False,3,4.0,0x03209bde47da583547c17c47e7ca74bfa3dfb404,legit_001.sol,legitimate
False,False,False,0,False,False,False,False,2,3.0,0x07ec6c3159c2336ba36ab41f73411f8fee430470,legit_002.sol,legitimate
False,True,False,18,False,False,False,False,6,2.0,0x0ffb3f4605dd9f01de1a06052b7687418a9d82ee,legit_003.sol,legitimate
False,True,False,19,False,True,False,False,16,3.0,0x175744fb0849584129fa3d0e6350c00206d95d2f,legit_004.sol,legitimate
False,True,False,34,False,False,False,False,9,2.0,0x1efd5dc066eb56d4db7e2ff38843c8bf8aa59168,legit_005.sol,legitimate
False,True,False,18,False,True,False,False,16,3.0,0x286bbee3f20f1702e707e58d33dc28a69e7efd4e,legit_006.sol,legitimate
False,True,False,12,True,False,False,True,14,3.0,0x2d05359a51ca13c4ac5f4437585afaf5bf2050f9,legit_007.sol,legitimate
False,True,False,4,False,False,False,False,3,3.0,0x38321bbb97a3541bb3913c12201b35d504f7af39,legit_008.sol,legitimate
False,True,False,31,False,False,False,False,19,1.0,0x3b0e5a2a318616b1673b0bc7a91dd7c6d85b7e56,legit_009.sol,legitimate
True,False,False,0,True,False,False,False,0,0.0,0x60bf91ac87fee5a78c28f7b67701fbcfa79c18ec,legit_010.sol,legitimate
False,False,False,3,False,False,False,False,1,2.0,0x702b4ec04e119d4b4ac93f3fcc6aa266e7b66499,legit_011.sol,legitimate
False,True,False,3,False,False,False,False,11,2.0,0x7409bac00c479b0003651cc157a72d1a227eccfb,legit_012.sol,legitimate
False,True,False,17,False,False,False,False,6,2.0,0x75890afea0658ed67e145df17948c8fceed0affa,legit_013.sol,legitimate
False,True,False,18,False,False,False,False,6,2.0,0x7a2ac9691ce2fcffb9777311c14a82a6aec7e639,legit_014.sol,legitimate
False,True,False,18,False,False,False,False,6,2.0,0x7c05c837f7a84dced69ae94f8649bbc3897d2b31,legit_015.sol,legitimate
False,True,False,0,True,False,False,True,6,4.0,0x807a3ef8a8dbdd7fc9863df695bbe8691e450e8e,legit_016.sol,legitimate
False,True,False,0,False,False,False,False,93,4.0,0x85bc00724203d53536072b000c44a2cc16cd12c5,legit_017.sol,legitimate
False,False,False,0,True,False,False,False,1,1.0,0x94d23f3d0e69da93ed09407b104ea8ed1f20dbda,legit_018.sol,legitimate
False,False,False,12,True,False,False,False,32,3.0,0x95be22039da3114d17a38b9e7cd9b3576de83924,legit_019.sol,legitimate
False,False,False,2,False,True,True,False,1,2.0,0x9c0c5a14fde1306686a8a270f271165acda670c2,legit_020.sol,legitimate
False,True,False,31,False,False,False,False,18,1.0,0xa1477980b4fbbe5a1eca65e2aee84bec79c133f9,legit_021.sol,legitimate
False,True,False,19,False,False,False,False,6,2.0,0xb389327f8325d9568826b0f3ca63ef613687cfab,legit_022.sol,legitimate
False,True,False,0,True,False,False,False,1,0.0,0xb5aff01f3e820735fac9abb594dc9993cb9e5bd2,legit_023.sol,legitimate
False,True,False,18,False,False,False,False,6,2.0,0xb85a54944b58342b07887942e6f530f616479efd,legit_024.sol,legitimate
False,True,False,0,True,False,False,True,6,3.0,0xb919b2903e07293bc84372471a7081ecb69e8d36,legit_025.sol,legitimate
False,True,False,22,True,True,True,False,0,5.0,0xbf64a825e602a4f1c31480a470e99e1d896c88a7,legit_026.sol,legitimate
True,False,False,0,True,True,False,False,5,0.0,0xc86e7c69a53582537cc52c4dfdeaeae27a84d7c5,legit_027.sol,legitimate
False,True,False,0,False,False,False,False,93,4.0,0xc8b2c33a45ce83d19da15a58d1d1ddb2738506bf,legit_028.sol,legitimate
False,True,False,0,False,False,False,False,8,0.0,0xc90233644d2eeb37a7ec641072c85ad272ef2feb,legit_029.sol,legitimate
False,True,False,2,False,False,False,False,20,2.0,0xdfe06d5a4534fbe955eebe8a4908ef596763c2a4,legit_030.sol,legitimate
False,True,False,18,False,False,False,False,6,2.0,0xe35a91f2acceccf1ce6bae792274da6100b639af,legit_031.sol,legitimate
True,False,False,0,True,True,False,False,7,0.0,0xe4c94d45f7aef7018a5d66f44af780ec6023378e,legit_032.sol,legitimate
False,True,False,4,False,False,False,False,3,3.0,0xed4fd2e53153b8bfd866e11fb015a1bc4a0e9655,legit_033.sol,legitimate
False,True,False,28,False,False,False,False,7,2.0,0xedc77f347a7dbdba2319e86ef5681535f8da75e0,legit_034.sol,legitimate
False,True,False,31,False,False,False,False,19,1.0,0xefc9ba892c557ff541947116040cbb669b5c0a35,legit_035.sol,legitimate
False,True,False,27,False,False,False,False,14,4.0,0xf331f7887d31714dce936d9a9846e6afbe82e0a0,legit_036.sol,legitimate
False,True,False,2,False,True,False,False,0,2.0,0xf5615138a7f2605e382375fa33ab368661e017ff,legit_037.sol,legitimate
False,True,False,24,False,False,False,False,32,3.0,0xf6b55acbbc49f4524aa48d19281a9a77c54de10f,legit_038.sol,legitimate
False,True,False,4,False,False,False,False,3,3.0,0xfb0513602b08ede66c28c128ece6a2f11161f17f,legit_039.sol,legitimate
False,False,False,3,False,True,True,False,0,2.0,0xfdc39e06a7297268a0f6d5bd1692ae5fa9026152,legit_040.sol,legitimate
False,False,False,33,False,True,False,True,7,1.0,0xff41067fe843f190482d998a9976c7b19cd7c8b7,legit_041.sol,legitimate
False,True,False,5,False,False,False,True,0,1.0,0x0000000000085d4780b73119b644ae5ecd22b376,legit_042.sol,legitimate
False,False,False,1,False,False,False,True,0,8.0,0x000000fa00b200406de700041cfc6b19bbfb4d13,legit_043.sol,legitimate
False,True,False,0,False,False,False,True,0,1.0,0x000006c2a22ff4a44ff1f5d0f2ed65f781f55555,legit_044.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x0043943a2760fbd57f6e9efd46005319b2362640,legit_045.sol,legitimate
True,False,False,0,False,False,False,False,0,0.0,0x007fb04d74ad455c7ff6b2a9c5f04b7b09915ac6,legit_046.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,legit_047.sol,legitimate
False,False,False,4,False,False,False,False,0,0.0,0x00d0f0250364c431376cc64aadd3aa13c6a8998d,legit_048.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x00f00ab579e16bb2b6774487abbc16d98b2ab648,legit_049.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x0145026a544cccaafde4a7dc5c71559b2dbf8fe7,legit_050.sol,legitimate
False,False,False,0,False,False,False,False,0,1.0,0x01791f726b4103694969820be083196cc7c045ff,legit_051.sol,legitimate
False,False,False,10,False,False,False,False,0,0.0,0x018d774dac5e73f2bc02fd31c1dd3b3fe40d48f8,legit_052.sol,legitimate
False,False,False,0,False,False,False,False,29,0.0,0x01995a697752266d8e748738aaa3f06464b8350b,legit_053.sol,legitimate
False,True,False,0,False,False,False,True,0,1.0,0x031de51f3e8016514bd0963d0b2ab825a591db9a,legit_054.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x03a39492d545bb68dcb9a34fdfc43d0340cb9e13,legit_055.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x03b063d8801be35cc79f98a8739b490d13758a20,legit_056.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x040b23a9f4de50ce7856a03ffe2f231a4ac9c69d,legit_057.sol,legitimate
True,False,False,0,False,False,False,False,0,0.0,0x04b4af1ae6841713a4b1d37e4b3c2246cd33f2ad,legit_058.sol,legitimate
False,False,False,75,False,False,False,True,0,0.0,0x04c154b66cb340f3ae24111cc767e0184ed00cc6,legit_059.sol,legitimate
False,False,False,27,False,False,False,False,0,0.0,0x05d3606d5c81eb9b7b18530995ec9b29da05faba,legit_060.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x069758b08b81dfad225fa005fd0a66b0532066a3,legit_061.sol,legitimate
False,True,False,35,False,False,False,False,37,1.0,0x0730201519ea278da2d3668f57db9c6119a0a000,legit_062.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x07d739f025f816a56388f01d566f8e08e6c80651,legit_063.sol,legitimate
False,False,False,1,False,False,False,False,0,0.0,0x086f405146ce90135750bbec9a063a8b20a8bffb,legit_064.sol,legitimate
False,False,False,2,False,False,False,False,0,0.0,0x08dcb9b5989fb09ef80e85567ec1f49577a70d29,legit_065.sol,legitimate
False,False,False,16,False,False,False,True,0,0.0,0x090185f2135308bad17527004364ebcc2d37e5f6,legit_066.sol,legitimate
True,False,False,0,False,False,False,False,0,0.0,0x0914bd9830b1a6be66f467733f34f81bee2d2e31,legit_067.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x097e5ce31a0a75f69aa7f90fe2b3460976a332cd,legit_068.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x099b609c8ac148c13fe25612160ac523041d445a,legit_069.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x09ea4d2526878d0f836d112275f62b307e725f53,legit_070.sol,legitimate
False,False,False,12,False,False,False,False,0,0.0,0x09f2f7213820bff196ee629348d4ca9e88e953f6,legit_071.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x0a521bdceaf2413d490a9543f4356cae0035285c,legit_072.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x0a953979fdcfd82b08c77db29705327bec39ff13,legit_073.sol,legitimate
False,False,False,4,False,False,False,False,0,0.0,0x0bbe2b5fa5490f01b4427109f0b5571822616a78,legit_074.sol,legitimate
False,False,False,18,False,False,False,True,0,1.0,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,legit_075.sol,legitimate
False,False,False,0,False,False,False,False,5,1.0,0x0d8775f648430679a709e98d2b0cb6250d2887ef,legit_076.sol,legitimate
False,False,False,30,False,False,False,True,0,2.0,0x0f2d719407fdbeff09d87557abb7232601fd9f29,legit_077.sol,legitimate
False,False,False,6,False,False,False,False,0,0.0,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,legit_078.sol,legitimate
False,False,False,16,False,False,False,True,0,1.0,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,legit_079.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x0f904dbaff4b775b019e33618e5867d3a92adc68,legit_080.sol,legitimate
False,True,False,0,False,False,False,True,0,3.0,0x0fc2a55d5bd13033f1ee0cdd11f60f7efe66f467,legit_081.sol,legitimate
False,False,False,46,False,False,False,True,0,6.0,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,legit_082.sol,legitimate
True,False,False,0,False,False,False,False,0,0.0,0x1073d3349dde71fd3169dabeab4f63be894f8eea,legit_083.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x10a76004162e43b0dd07ae8f2bb297acad21e8ce,legit_084.sol,legitimate
False,False,False,18,False,False,False,True,0,1.0,0x111111111117dc0aa78b770fa6a738034120c302,legit_085.sol,legitimate
True,True,False,73,True,True,False,True,66,24.0,0x1111111254eeb25477b68fb85ed929f73a960582,legit_086.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x121b7d731119870016df42aeeb5947ba70f97711,legit_087.sol,legitimate
False,False,False,10,False,False,False,False,0,0.0,0x12996c7b23c4012149bf9f5663ff9aa08a9cf2e4,legit_088.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x132982a21e6da68ea460dc715b9b52e567022992,legit_089.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x13507a31087a447e5c6373156e9911d68741d06f,legit_090.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x136dfa222fade20272f7abab9b25784d69f15ddf,legit_091.sol,legitimate
False,False,False,51,False,False,False,True,9,11.0,0x137ddb47ee24eaa998a535ab00378d6bfa84f893,legit_092.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x13a827ef074e4b389497608b60a02e9337302dcf,legit_093.sol,legitimate
False,False,False,86,False,False,False,True,0,0.0,0x14778860e937f509e651192a90589de711fb88a9,legit_094.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x1495ac869433698ccd2946c1e62d37ba766294a9,legit_095.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x14a16a0abc0c00bbc1cf240c14c43dd42697a554,legit_096.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x14a18ef3d09215e4e4cd02c92724b34e9daf588c,legit_097.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x14ac092ddcfab34fc4bfb335541073dd3b9809bb,legit_098.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x15b280213acb20c27da1144854923acf6a8c732b,legit_099.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,legit_100.sol,legitimate
False,False,False,23,False,False,False,False,0,0.0,0x163f8c2467924be0ae7b5347228cabf260318753,legit_101.sol,legitimate
False,False,False,4,False,False,False,False,0,0.0,0x16b907b5d1208ae6086de983a5ef45e7890ef272,legit_102.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x16cd00ca60c1d375b4a490c5aaf1212266a9828f,legit_103.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x1708a7150fe287e3461896a013cdfdac5ade824d,legit_104.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x174cd3359c6a4e6b64d2995da4e2e4631379526e,legit_105.sol,legitimate
False,True,False,6,False,True,False,False,0,1.0,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,legit_106.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x17ee205a5d86355c75a3a13ca4f469dd18034218,legit_107.sol,legitimate
False,True,False,4,False,False,False,True,0,1.0,0x18aaa7115705e8be94bffebde57af9bfc265b998,legit_108.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x19582efda60983a16de84f909f478bcb4ec1767a,legit_109.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x195ec13ef52c30ceb4019a055e7938dafae21b6a,legit_110.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1a04c7cd81ed4005e3e4f79accaa4d94144a74e3,legit_111.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1ad55d24d37259bef0121738ee7ac906016fdc76,legit_112.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1b7353b27bab48370d2485b0c51dc154483527f0,legit_113.sol,legitimate
False,False,False,20,False,False,False,True,0,0.0,0x1bbe973bef3a977fc51cbed703e8ffdefe001fed,legit_114.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x1bdab4b7f96cdc3c5e6b224df51f822693eecf43,legit_115.sol,legitimate
False,False,False,11,False,False,False,False,0,1.0,0x1be5066d56336d1d0a567aad9af5accbcef75bc3,legit_116.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1c0c28f9c601b57eee5a73dc981806f63843135f,legit_117.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x1c820c9bd9f7b94a03347ae7a589525dcad53a14,legit_118.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1cbbc8ac0f03b55d60040ca05cbf754448d64fde,legit_119.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x1cdbe74be73d7b9910993660779acff041ec5a0a,legit_120.sol,legitimate
False,False,False,7,False,False,False,False,0,0.0,0x1d287cc25dad7ccaf76a26bc660c5f7c8e2a05bd,legit_121.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1d88713b483a8e45cff0e5cd7c2e15e5fab4534d,legit_122.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x1e0b90a376f021eb938ff04fabd2c627c4959fa3,legit_123.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x1f186de364a56e741fcb188d37a393d409d08aea,legit_124.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x1f2540c9ae2a92efa9be7b104bc921d975966586,legit_125.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x1f28d8213cda79ce4faa3f0200db4daadef9385c,legit_126.sol,legitimate
False,False,False,8,False,False,False,False,7,0.0,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,legit_127.sol,legitimate
False,False,False,4,False,False,False,False,0,0.0,0x1f6deb07e1a19baff90ec4075447eef6eb96c0ba,legit_128.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x1f7b20004ebd7e258b9f45568ce789fc5d2140fb,legit_129.sol,legitimate
False,False,False,16,False,False,False,True,1,0.0,0x1f8f212540b31b37f40d8c57b5c7d8b55bf25919,legit_130.sol,legitimate
False,False,False,26,False,False,False,True,0,0.0,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,legit_131.sol,legitimate
False,False,False,63,False,False,False,True,0,0.0,0x1f98431c8ad98523631ae4a59f267346ea31f984,legit_132.sol,legitimate
True,False,False,0,False,False,False,False,0,0.0,0x203edf007e4b887bf6e210a227a90b01fc3ad708,legit_133.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x20d95d3fb459e5a97612f8ff2ae43ca3f946f361,legit_134.sol,legitimate
False,False,False,19,False,False,False,True,0,1.0,0x2202d1bd088f087323b935a13b04d6b690206114,legit_135.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x224f8a141dc767ff2bac37a276fb04ae7c1611eb,legit_136.sol,legitimate
False,False,False,16,False,False,False,False,0,0.0,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,legit_137.sol,legitimate
False,True,False,0,False,False,False,True,0,3.0,0x24a3d725c37a8d1a66eb87f0e5d07fe67c120035,legit_138.sol,legitimate
False,False,False,0,False,False,False,False,0,0.0,0x24d2e9c7ae42c4f1e994f79753afaf51829b3f25,legit_139.sol,legitimate
False,True,False,0,False,False,False,True,0,3.0,0x259338656198ec7a76c729514d3cb45dfbf768a1,legit_140.sol,legitimate
False,False,False,15,False,False,False,True,0,2.0,0x25f8087ead173b73d6e8b84329989a8eea16cf73,legit_141.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x26748eb9f88a6714c7be5f44fb413a17325941cd,legit_142.sol,legitimate
False,False,False,18,False,False,False,False,0,1.0,0x281837f5f48ab5d4e896b1dd81da0a1d82812ab0,legit_143.sol,legitimate
True,False,False,0,False,False,False,False,0,0.0,0x297643ebc2b59f176f2f07bb517f8f5c65419e46,legit_144.sol,legitimate
False,False,False,11,False,True,False,False,0,0.0,0x2a246759109144072565f9fbad9b8975e2136afa,legit_145.sol,legitimate
False,True,False,16,False,False,False,True,0,4.0,0x2a79324c19ef2b89ea98b23bc669b7e7c9f8a517,legit_146.sol,legitimate
False,False,False,10,False,True,False,False,0,0.0,0x2aaec0b0c0bda01686b0bbe131f89b7ecd94f97e,legit_147.sol,legitimate
False,False,False,18,False,False,False,False,0,1.0,0x2ac979ae571c905da82bc5df9f1e579d664e402f,legit_148.sol,legitimate
False,False,False,10,False,False,False,False,0,0.0,0x2b4eb7b9857b8a88ef6f037cb37b13d842ca7ee7,legit_149.sol,legitimate
